rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,train/value_loss,train/learning_rate,train/clip_range,train/explained_variance,train/entropy_loss,train/loss,train/std,train/clip_fraction,train/approx_kl,train/policy_gradient_loss,train/n_updates
176.3856901291821,12,3823,23,571392,70.87,37.940958452224734,0.0003,0.2,0.9605839848518372,32.096920013427734,14.153992652893066,0.07999999076128006,0.8994140625,4.0947666,0.16895727575756608,1390
160.66428980150107,12,3823,24,573440,64.9,20.217804622650146,0.0003,0.2,0.9770513772964478,32.096920013427734,7.492908477783203,0.07999999076128006,0.92080078125,20.621681,0.31663982635363935,1395
148.3201021589168,13,3825,25,575488,61.09,10.326087617874146,0.0003,0.2,0.9882956743240356,32.096920013427734,5.184573650360107,0.07999999076128006,0.9439453125,84.61249,0.26719188994029536,1400
140.28612000473774,13,3825,26,577536,58.72,25.535996770858766,0.0003,0.2,0.9756703972816467,32.096920013427734,8.831716537475586,0.07999999076128006,0.94541015625,125.26054,0.2862044143024832,1405
128.60305982552632,14,3829,27,579584,54.93,26.19668231010437,0.0003,0.2,0.960974395275116,32.096920013427734,8.957321166992188,0.07999999076128006,0.85302734375,43.27988,0.22078197514638304,1410
107.93170587771725,14,3834,28,581632,46.86,57.8089720249176,0.0003,0.2,0.8688302040100098,32.096920013427734,12.062065124511719,0.07999999076128006,0.7287109375,13.160955,0.14498942168429493,1415
103.0972453549216,15,3837,29,583680,45.02,16.068397045135498,0.0003,0.2,0.9732851982116699,32.096920013427734,5.883090019226074,0.07999999076128006,0.94404296875,69.57018,0.26253203563392163,1420
109.62685654771498,16,3838,30,585728,47.57,12.022039604187011,0.0003,0.2,0.9800241589546204,32.096920013427734,5.168015003204346,0.07999999076128006,0.9416015625,102.2978,0.2712176979985088,1425
113.75577018992234,16,3837,31,587776,49.98,25.612922048568727,0.0003,0.2,0.9546043872833252,32.096920013427734,8.837423324584961,0.07999999076128006,0.88271484375,83.53586,0.1705889744043816,1430
119.98269623154464,17,3838,32,589824,52.71,24.480553364753725,0.0003,0.2,0.9631818532943726,32.096920013427734,8.120841979980469,0.07999999076128006,0.9029296875,103.60725,0.22475113309919834,1435
124.28363081210153,17,3839,33,591872,55.01,10.388704907894134,0.0003,0.2,0.9896401166915894,32.096920013427734,5.02263069152832,0.07999999076128006,0.95498046875,136.13165,0.3134595139883459,1440
